Transaction_Amount,Transaction_Hour,Location_Change,Device_Mismatch,Transaction_Velocity,Account_Age_Days,AvgTransaction_Last30Days,Amount_To_Average_Ratio,User_Income_Estimate,Device_OS,Customer_Marital_Status,RESULT
169069,17,0,0,4,1113,74850,2.26,271880.0,2,3,0
109019,18,1,0,4,1492,91296,1.19,276440.5,1,0,0
131238,6,0,0,0,669,85390,1.54,390573.0,2,2,0
104307,16,0,0,4,226,81598,1.28,276440.5,1,0,0
1984,14,0,0,5,2341,38742,0.05,226750.0,3,3,0
125302,3,1,1,3,1889,19963,6.28,187310.0,2,3,0
126697,12,0,0,4,458,60574,2.09,111790.0,0,3,0
309297,3,0,0,10,73,17805,17.37,398181.0,3,3,1
158903,12,1,1,4,1027,57218,2.78,89859.0,1,1,0
191327,0,1,0,0,761,70457,2.72,199389.0,3,3,0
14084,0,0,0,2,2289,33858,0.42,91838.0,0,1,0
350480,0,0,1,6,12,11601,30.21,124433.0,0,1,1
150645,5,0,0,2,1667,34698,4.34,276440.5,1,0,0
60893,22,0,0,1,1816,35450,1.72,128117.0,1,3,0
114990,19,0,0,4,1017,23162,4.96,249711.0,1,3,0
170206,12,0,0,1,253,34998,4.86,285969.0,2,3,0
27833,21,0,0,2,2642,61307,0.45,254159.0,0,2,0
492191,0,0,1,11,87,8558,57.51,244154.0,2,0,1
196334,10,0,0,4,2216,30316,6.48,246630.0,1,2,0
114360,8,0,0,5,1779,22011,5.2,69651.0,1,2,0
1066,14,1,0,2,2281,48882,0.02,75304.0,0,3,0
430160,1,0,1,7,52,57754,7.45,276440.5,3,2,1
21254,6,0,0,0,1672,65489,0.32,285473.0,3,1,0
115863,21,0,0,3,1199,41360,2.8,276440.5,2,1,0
146139,23,0,0,1,194,88401,1.65,477264.0,3,3,0
179150,16,0,0,0,848,46834,3.83,189127.0,3,0,0
130741,15,0,1,1,707,48613,2.69,304946.0,1,1,0
127500,16,1,0,1,135,29940,4.26,118907.0,2,0,0
11516,9,0,0,4,1752,49322,0.23,357147.0,3,3,0
86395,14,1,0,4,612,32749,2.64,305941.0,0,3,0
92856,6,0,1,5,2610,33680,2.76,421347.0,1,1,0
137740,17,0,0,1,1170,82333,1.67,231047.0,1,2,0
118807,18,0,0,0,1034,57420,2.07,69503.0,0,3,0
465672,2,0,1,10,43,49953,9.32,387768.0,2,3,1
270336,3,1,0,7,57,90992,2.97,264055.0,1,3,1
496565,0,1,1,8,46,50251,9.88,63895.0,2,2,1
295488,0,0,1,11,47,20430,14.46,89130.0,2,3,1
174072,16,0,0,0,2145,14597,11.92,52013.0,2,0,0
84140,1,0,1,3,2800,31178,2.7,96994.0,2,0,0
111681,7,0,0,2,2408,93024,1.2,316240.0,3,2,0
101138,4,0,0,5,139,43419,2.33,179213.0,3,3,0
43234,10,1,0,3,1364,9223,4.69,208392.0,1,3,0
49839,22,0,0,1,756,61731,0.81,354036.0,1,2,0
342942,2,0,0,10,1,38385,8.93,423498.0,0,2,1
98009,2,1,0,4,1440,97942,1.0,359462.0,3,3,0
84695,10,0,0,5,1211,5608,15.1,165471.0,2,1,0
491866,2,0,1,10,57,7479,65.76,276440.5,2,0,1
193050,19,0,0,5,1564,62277,3.1,290754.0,1,0,0
102805,16,0,0,5,2020,26134,3.93,323497.0,2,2,0
417754,4,0,1,11,21,34638,12.06,229062.0,0,3,1
70764,20,0,0,2,1039,23384,3.03,473305.0,3,2,0
88426,15,0,0,3,2105,92290,0.96,394226.0,0,2,0
54401,9,0,0,3,1059,22231,2.45,362087.0,0,1,0
155848,7,1,0,4,2096,67996,2.29,434607.0,1,0,0
190276,0,1,0,9,4,28613,6.65,466920.0,1,1,1
83155,5,0,0,0,1815,48816,1.7,276440.5,1,0,0
21361,15,0,0,4,2675,63717,0.34,276440.5,0,3,0
155330,10,0,0,1,2004,25065,6.2,495177.0,1,3,0
47967,19,0,0,3,2120,62848,0.76,227997.0,2,1,0
121664,1,0,0,5,69,90846,1.34,119344.0,1,3,1
74716,23,1,0,2,1340,76654,0.97,416161.0,2,0,0
94572,19,0,1,4,93,96679,0.98,315961.0,3,3,0
27349,18,0,0,5,2693,16691,1.64,313709.0,0,3,0
42378,11,0,0,2,1744,70777,0.6,300058.0,3,3,0
185404,3,1,1,6,26,67402,2.75,276440.5,2,0,1
144317,9,0,0,3,617,39179,3.68,276440.5,2,1,0
185809,5,0,0,0,1505,22224,8.36,420017.0,0,0,0
120900,19,1,0,2,898,10159,11.9,238124.0,1,2,0
306102,2,1,1,8,37,5066,60.41,253154.0,1,3,1
182977,20,0,1,1,1045,74840,2.44,276440.5,1,2,0
215850,0,1,1,5,82,88107,2.45,296136.0,1,0,1
502,11,1,0,1,2572,15921,0.03,493092.0,2,3,0
331368,2,1,0,8,8,76533,4.33,286800.0,3,0,1
117479,12,0,0,2,2207,46006,2.55,175044.0,1,3,0
135233,4,1,0,4,1542,11179,12.1,445670.0,2,0,0
85907,12,0,0,2,921,28872,2.98,358296.0,2,1,0
90156,1,0,0,0,1095,65044,1.39,50231.0,2,3,0
323989,0,0,1,10,30,88610,3.66,460823.0,3,1,1
415418,3,0,1,10,24,36820,11.28,362647.0,1,1,1
148127,20,1,1,1,1988,37266,3.97,67743.0,0,1,0
124072,8,1,1,2,998,31496,3.94,238843.0,0,2,0
115774,23,0,0,0,2541,40775,2.84,276440.5,3,0,0
147333,2,1,0,11,68,56329,2.62,379260.0,1,1,1
102030,1,1,0,2,2806,94112,1.08,172189.0,3,0,0
5801,15,0,0,4,1401,62904,0.09,251989.0,1,2,0
166444,5,0,0,2,1004,95273,1.75,434296.0,3,3,0
55388,6,1,1,0,635,57132,0.97,87674.0,3,1,0
61986,5,0,0,3,1502,81357,0.76,116107.0,3,2,0
149696,13,0,0,0,785,57742,2.59,276440.5,0,3,0
58386,23,0,0,1,375,13052,4.47,380739.0,1,0,0
78797,2,1,0,9,50,48677,1.62,188898.0,1,3,1
14291,17,0,0,3,838,87443,0.16,402910.0,1,3,0
103405,14,0,0,4,2450,33638,3.07,173144.0,1,1,0
69370,7,0,0,1,2476,66193,1.05,119370.0,1,3,0
435175,1,1,1,9,54,38020,11.45,190262.0,1,0,1
20439,4,0,0,0,2153,54188,0.38,276440.5,2,2,0
22906,7,0,0,5,2711,96034,0.24,436844.0,0,3,0
56835,20,0,1,5,296,66290,0.86,188902.0,3,2,0
113702,6,0,0,1,2307,57168,1.99,280562.0,3,2,0
168634,7,0,0,5,192,99755,1.69,276440.5,2,2,0
296470,3,1,0,7,43,66528,4.46,276440.5,3,3,1
209066,2,1,1,9,42,77690,2.69,276440.5,0,0,1
15979,14,0,0,1,331,99111,0.16,223411.0,1,1,0
106832,21,0,1,2,1390,65433,1.63,287299.0,1,1,0
401542,3,0,0,5,64,19384,20.71,351149.0,1,3,1
87446,12,0,1,1,146,60301,1.45,310045.0,2,1,0
66621,4,1,1,5,76,60671,1.1,183526.0,2,2,1
161059,1,0,1,0,2514,43951,3.66,364720.0,2,3,0
300308,1,1,0,6,31,76237,3.94,276440.5,2,3,1
266706,3,0,1,9,27,89328,2.99,97971.0,2,3,1
341565,3,0,1,6,7,56613,6.03,57985.0,3,3,1
139879,14,0,0,4,1439,56897,2.46,110587.0,0,3,0
177850,6,0,0,1,1955,36143,4.92,227464.0,0,0,0
488794,1,0,0,9,72,60088,8.13,144650.0,3,1,1
89625,15,0,0,5,1652,14033,6.39,84971.0,1,0,0
146636,1,0,0,1,1799,28790,5.09,485240.0,1,3,0
45741,12,0,1,1,1562,38466,1.19,276440.5,1,3,0
444441,4,1,0,9,25,9948,44.67,212768.0,1,0,1
70186,3,0,1,5,71,36568,1.92,300734.0,3,1,1
138550,2,0,1,5,1982,88308,1.57,237389.0,2,0,0
195312,1,0,1,10,52,28670,6.81,302233.0,0,3,1
7989,20,0,0,4,2539,53164,0.15,234373.0,1,3,0
70419,21,0,0,2,2179,41256,1.71,275551.0,3,1,0
134784,20,0,0,5,2263,83295,1.62,300666.0,2,3,0
170382,12,0,0,1,1704,8698,19.59,345113.0,1,3,0
135809,14,0,0,1,1406,61827,2.2,321493.0,2,3,0
363605,3,0,0,9,10,41431,8.78,276440.5,1,3,1
125014,14,0,0,1,1557,75660,1.65,353993.0,1,0,0
95957,18,0,0,3,2636,62855,1.53,251020.0,1,2,0
185470,4,1,1,9,89,22492,8.25,83754.0,0,1,1
57699,0,1,0,1,1947,91108,0.63,224269.0,0,1,0
426405,1,0,1,9,70,6951,61.34,445586.0,0,3,1
104957,4,1,0,0,1162,60094,1.75,276440.5,1,2,0
99130,0,0,0,5,20,15807,6.27,225049.0,1,3,1
100991,14,0,0,3,455,48491,2.08,172882.0,1,0,0
331579,3,1,1,10,12,50129,6.61,361533.0,3,0,1
78111,11,1,1,4,1594,70344,1.11,276395.0,0,1,0
189787,5,0,0,0,1221,36247,5.24,276440.5,3,0,0
332051,3,0,0,8,80,67742,4.9,205363.0,3,1,1
78552,8,0,0,1,2586,75970,1.03,87014.0,1,1,0
102200,18,0,0,1,1153,71931,1.42,493898.0,2,3,0
131624,15,0,0,3,1234,7112,18.5,194823.0,0,2,0
33563,13,0,0,1,2717,42573,0.79,276440.5,1,2,0
62006,2,1,0,3,1551,77456,0.8,260869.0,1,0,0
35238,15,0,0,5,2524,72355,0.49,198612.0,1,0,0
5434,4,0,0,5,1345,98348,0.06,210057.0,1,1,0
19588,9,0,0,5,2745,34295,0.57,76999.0,3,1,0
44106,20,0,0,5,1738,46725,0.94,451755.0,3,0,0
110569,1,1,0,4,2009,79057,1.4,422174.0,2,2,0
104868,13,0,0,4,2349,52873,1.98,390056.0,1,3,0
90335,10,0,0,1,2981,51534,1.75,410869.0,3,3,0
131547,10,0,0,2,1497,49435,2.66,488034.0,0,1,0
454640,3,0,1,5,28,58013,7.84,155010.0,3,2,1
10059,13,0,0,1,2382,13735,0.73,121112.0,1,2,0
182924,15,0,0,4,2928,63242,2.89,280854.0,1,3,0
174590,22,0,0,3,682,51329,3.4,235593.0,1,0,0
130460,4,1,1,2,1661,98240,1.33,233358.0,0,1,0
47941,19,0,0,5,674,67058,0.71,479660.0,2,0,0
83954,12,0,0,0,453,7552,11.12,112751.0,1,2,0
129119,12,0,0,2,1433,7526,17.15,426349.0,1,3,0
33001,17,0,0,5,1435,5745,5.74,194398.0,0,0,0
8624,13,1,0,4,2789,14654,0.59,100499.0,3,0,0
30317,11,0,0,1,255,94128,0.32,330107.0,0,3,0
95806,15,0,0,1,1199,49932,1.92,360092.0,0,0,0
78874,22,0,0,0,1829,11210,7.04,167252.0,0,3,0
172829,2,1,1,7,48,50377,3.43,71964.0,3,1,1
141947,11,0,0,5,2459,96471,1.47,276440.5,0,3,0
190452,10,0,0,4,2198,86012,2.21,113297.0,3,1,0
387530,3,1,1,9,58,79382,4.88,254252.0,3,3,1
195661,20,0,0,1,1587,45095,4.34,87761.0,0,0,0
134651,4,1,1,4,2662,26305,5.12,96422.0,1,2,0
247294,1,1,1,9,69,95334,2.59,193271.0,1,0,1
329424,1,0,1,9,57,38590,8.54,173336.0,2,3,1
27287,6,0,0,1,2739,59241,0.46,430711.0,3,2,0
40321,17,1,1,4,745,74254,0.54,266974.0,1,1,0
183398,20,0,0,0,2605,34105,5.38,386009.0,3,3,0
225095,3,1,0,10,78,49373,4.56,397968.0,0,0,1
160379,10,0,1,0,1104,39508,4.06,276440.5,2,0,0
27095,20,0,1,3,1166,54160,0.5,276440.5,1,2,0
212122,2,1,0,11,61,96546,2.2,360651.0,2,3,1
30089,19,0,0,0,112,62669,0.48,54972.0,1,3,0
16515,22,0,0,1,522,46519,0.36,372043.0,0,3,0
143908,7,0,0,3,2065,21597,6.66,256465.0,1,3,0
187747,17,1,0,5,1131,40159,4.67,175251.0,3,0,0
202821,3,0,1,10,31,60975,3.33,489548.0,1,3,1
132419,20,0,0,2,2262,64452,2.05,386251.0,0,1,0
227105,0,0,1,10,25,10290,22.07,343618.0,1,2,1
66667,23,0,0,1,281,40567,1.64,276440.5,1,3,0
132721,2,0,0,0,1089,73070,1.82,406218.0,3,0,0
185497,2,1,0,11,37,44906,4.13,453458.0,1,1,1
109712,3,0,0,1,2255,30364,3.61,493009.0,2,3,0
188026,10,1,0,4,2394,53508,3.51,93189.0,3,1,0
135875,14,1,0,4,467,99618,1.36,160974.0,3,3,0
184536,4,1,1,7,11,54431,3.39,56215.0,2,2,1
101474,1,1,0,5,103,39820,2.55,324046.0,1,3,0
128772,17,0,0,1,2053,94166,1.37,483756.0,1,3,0
80097,9,0,0,0,2553,83167,0.96,364744.0,3,3,0
97240,17,0,0,1,434,43284,2.25,101674.0,1,3,0
374108,3,1,0,8,23,62969,5.94,332082.0,3,2,1
192565,17,0,0,1,2945,87172,2.21,465300.0,1,1,0
137868,10,1,0,0,657,60026,2.3,239593.0,1,3,0
84622,14,0,0,3,1783,98865,0.86,143965.0,1,3,0
176847,7,1,0,3,2457,68974,2.56,440534.0,2,0,0
92732,3,0,1,5,70,46466,2.0,439689.0,3,3,1
99132,18,0,0,2,2810,33822,2.93,154620.0,0,0,0
324275,2,1,1,9,10,43958,7.38,432076.0,1,1,1
186138,13,0,0,1,2068,28065,6.63,276440.5,1,3,0
94729,13,0,0,5,1117,64070,1.48,276440.5,1,2,0
389265,4,0,0,9,17,61791,6.3,123208.0,0,1,1
38700,7,0,1,0,2923,56239,0.69,114567.0,1,3,0
93404,21,1,1,4,1023,38322,2.44,205651.0,2,1,0
346196,4,1,1,7,9,11158,31.02,336807.0,2,0,1
55755,2,0,1,5,706,77730,0.72,477189.0,2,1,0
166982,5,0,0,3,160,37867,4.41,329127.0,3,0,0
25935,6,0,1,1,1836,86475,0.3,276440.5,0,3,0
43700,1,0,0,5,1814,84468,0.52,98528.0,1,3,0
1876,1,0,0,3,2681,71261,0.03,243288.0,3,1,0
181764,17,0,0,5,2575,37411,4.86,276993.0,2,3,0
138245,12,0,0,5,2871,33421,4.14,488828.0,3,3,0
413894,2,0,0,11,41,86490,4.79,276440.5,3,3,1
136765,22,0,1,1,1957,46993,2.91,439542.0,1,1,0
40693,0,0,1,0,2829,25967,1.57,276440.5,2,0,0
194108,16,0,0,4,1575,93280,2.08,161829.0,1,3,0
112050,4,0,1,0,1902,18859,5.94,103760.0,3,1,0
12234,22,1,1,2,2326,47646,0.26,71139.0,2,2,0
258923,4,0,0,11,84,16543,15.65,172636.0,1,2,1
48642,22,1,0,2,2117,46787,1.04,310361.0,1,1,0
451202,1,1,1,11,54,43344,10.41,194860.0,1,0,1
92330,4,0,1,9,79,28404,3.25,183733.0,0,1,1
58759,20,0,0,0,1047,47693,1.23,215391.0,1,0,0
10025,0,1,0,5,2478,10721,0.93,461172.0,1,2,0
18885,3,0,0,2,314,33950,0.56,276440.5,3,1,0
161945,12,0,0,0,1897,43060,3.76,169087.0,1,2,0
441319,0,1,1,9,4,32392,13.62,444528.0,2,2,1
341273,2,1,0,5,57,25647,13.31,391565.0,3,2,1
64158,23,0,1,4,1251,85707,0.75,462728.0,0,1,0
199402,11,0,0,4,135,86894,2.29,290011.0,3,0,0
278471,3,0,1,5,34,41566,6.7,399301.0,2,3,1
457788,1,0,1,6,68,49181,9.31,462917.0,0,0,1
177128,12,0,0,3,1047,93739,1.89,235128.0,1,3,0
21602,14,0,0,0,1630,24640,0.88,311835.0,0,3,0
157584,4,0,0,2,1072,27807,5.67,395202.0,0,3,0
354337,1,1,0,9,81,20387,17.38,298620.0,0,3,1
171445,16,0,0,2,737,50850,3.37,497204.0,3,1,0
39556,3,0,0,4,1173,82400,0.48,441643.0,2,1,0
143750,4,1,0,3,678,70808,2.03,306881.0,2,2,0
67537,22,0,0,4,1721,50100,1.35,276440.5,1,3,0
124194,2,0,0,1,365,81193,1.53,276440.5,2,2,0
84343,4,1,0,6,41,49956,1.69,53187.0,2,1,1
46886,11,0,0,1,1836,88801,0.53,276440.5,1,0,0
162192,4,0,0,2,2864,72698,2.23,360773.0,3,3,0
182382,3,0,0,3,1432,73518,2.48,75451.0,0,3,0
90291,19,0,0,4,676,61677,1.46,374793.0,3,3,0
69658,9,0,0,2,2485,82737,0.84,315614.0,3,3,0
7400,17,0,0,4,2040,40405,0.18,350879.0,1,1,0
105062,3,0,0,3,2255,74074,1.42,327335.0,2,1,0
3247,10,0,0,1,1106,73401,0.04,244626.0,3,3,0
171366,11,0,0,2,678,31895,5.37,226080.0,2,1,0
177129,17,0,1,4,2296,88408,2.0,491591.0,2,0,0
399824,2,0,0,9,43,92594,4.32,400328.0,1,2,1
449551,3,0,1,9,73,94478,4.76,253705.0,0,2,1
34367,18,0,0,4,738,15401,2.23,431729.0,1,0,0
121378,23,1,0,2,2911,50285,2.41,276440.5,3,3,0
459717,4,1,1,7,4,86036,5.34,204254.0,2,1,1
29284,7,0,1,2,2610,33910,0.86,276440.5,2,3,0
284758,4,0,1,10,44,70220,4.06,476546.0,2,3,1
384140,2,0,1,8,86,40925,9.39,498229.0,2,3,1
143504,20,0,1,1,1404,35617,4.03,199882.0,1,0,0
83359,13,0,0,1,1538,78026,1.07,276440.5,0,1,0
97704,1,1,0,9,70,59790,1.63,266731.0,2,1,1
177582,4,1,0,3,1450,5623,31.58,346477.0,0,1,0
35188,3,1,0,4,707,27303,1.29,276440.5,2,3,0
74802,17,1,0,1,1601,15285,4.89,243198.0,2,2,0
45709,4,0,0,4,1866,91654,0.5,450855.0,1,3,0
124672,17,0,1,4,1998,75613,1.65,143011.0,3,3,0
67311,10,0,0,4,1672,8671,7.76,109562.0,3,3,0
170471,0,1,0,10,15,79696,2.14,115997.0,2,3,1
156285,21,1,0,5,2437,22830,6.85,280818.0,3,3,0
68842,20,0,0,4,1426,26781,2.57,276440.5,0,3,0
172412,17,0,0,5,685,39815,4.33,156522.0,1,3,0
166768,2,0,0,4,1310,5736,29.07,348759.0,0,3,0
50950,3,0,0,3,393,71471,0.71,121269.0,1,0,0
74514,4,1,1,8,25,84152,0.89,458056.0,0,3,1
357527,4,1,1,8,77,90526,3.95,231691.0,0,2,1
102318,7,0,0,3,1804,71051,1.44,359665.0,2,0,0
136792,23,0,0,2,933,95051,1.44,193394.0,3,3,0
72178,7,1,0,1,2705,75607,0.95,350854.0,0,3,0
119167,8,0,0,2,2152,17627,6.76,445626.0,1,0,0
115367,12,0,0,4,2489,35740,3.23,440736.0,0,3,0
77264,20,1,0,2,783,51157,1.51,57166.0,0,1,0
324790,0,1,1,10,62,82177,3.95,235990.0,1,0,1
153571,1,1,0,5,1782,94194,1.63,66740.0,0,3,0
62985,19,0,0,4,2531,31606,1.99,454580.0,2,0,0
486007,1,1,1,7,8,21476,22.63,431731.0,2,3,1
141964,6,0,0,0,1072,65306,2.17,277736.0,1,2,0
9802,18,0,0,3,1118,83923,0.12,232682.0,0,3,0
126823,18,0,0,3,2106,72618,1.75,63553.0,1,3,0
102531,11,0,0,5,426,90522,1.13,80666.0,0,3,0
468377,2,1,0,7,39,55803,8.39,362616.0,2,3,1
166130,21,0,0,2,2156,19134,8.68,168639.0,1,1,0
282237,3,0,1,10,70,64246,4.39,395868.0,1,3,1
69361,18,0,0,5,221,42935,1.62,262522.0,2,3,0
105888,0,0,0,3,2686,98211,1.08,170218.0,3,3,0
295405,0,0,1,10,66,17894,16.51,159637.0,3,2,1
150749,4,0,0,1,1418,11207,13.45,320513.0,2,3,0
66797,6,0,0,5,440,94029,0.71,381063.0,3,3,0
182346,11,1,1,5,226,87694,2.08,133518.0,1,2,0
35871,16,1,0,2,1319,54098,0.66,400538.0,1,1,0
87111,12,0,1,3,644,6287,13.85,136770.0,1,3,0
25624,9,0,0,5,1323,94894,0.27,201437.0,0,3,0
109095,17,0,0,1,2276,10971,9.94,199522.0,0,1,0
15156,1,0,0,3,1076,40878,0.37,69956.0,1,1,0
108160,2,1,1,8,16,28737,3.76,216434.0,3,0,1
134676,21,0,0,5,252,81539,1.65,324982.0,3,0,0
254930,4,1,1,11,19,97524,2.61,477917.0,2,0,1
85925,2,0,0,4,2345,68835,1.25,336764.0,0,3,0
131918,9,0,1,5,447,75536,1.75,276440.5,1,1,0
199801,2,1,0,9,42,42916,4.66,276440.5,1,3,1
199432,0,0,0,5,1320,10825,18.42,483803.0,1,3,0
172820,14,0,0,3,791,52860,3.27,276440.5,3,1,0
145710,16,0,0,2,1133,51063,2.85,276440.5,1,0,0
126339,11,0,0,4,442,22521,5.61,191825.0,1,3,0
176909,0,0,1,5,609,13000,13.61,392921.0,3,2,0
159763,18,0,0,3,2065,19347,8.26,276440.5,1,3,0
196454,0,1,0,11,41,13807,14.23,214275.0,2,1,1
169357,13,0,0,3,349,85693,1.98,65710.0,2,3,0
172785,3,1,1,8,59,26889,6.43,474520.0,1,0,1
319583,1,1,0,9,72,12511,25.54,72674.0,1,0,1
131160,20,0,0,5,980,47294,2.77,383506.0,2,2,0
166059,12,0,0,5,927,22310,7.44,119141.0,1,3,0
427172,1,0,1,7,48,31965,13.36,198283.0,1,0,1
257526,2,0,1,5,45,55465,4.64,456479.0,1,0,1
198086,7,0,0,1,2924,39556,5.01,264234.0,0,3,0
10699,16,1,0,3,2383,53377,0.2,311689.0,1,3,0
39920,15,0,0,2,2181,43206,0.92,276440.5,1,3,0
81689,8,0,1,2,1721,95978,0.85,368351.0,2,3,0
139381,3,0,0,5,1718,47472,2.94,130832.0,0,3,0
133855,0,0,0,3,1472,90534,1.48,139015.0,1,0,0
191321,21,0,0,2,1133,37029,5.17,265497.0,0,3,0
45274,14,1,0,2,342,6629,6.83,467568.0,0,2,0
48992,23,0,0,1,1630,8816,5.56,331254.0,0,2,0
66604,6,1,0,4,230,74590,0.89,139797.0,0,2,0
20882,8,0,0,1,765,22920,0.91,478308.0,0,1,0
173911,4,0,0,3,300,15582,11.16,499894.0,1,2,0
105308,10,0,0,3,1283,65819,1.6,173113.0,0,3,0
19031,19,0,0,2,221,86131,0.22,276440.5,0,0,0
109105,17,0,0,1,103,54130,2.02,50269.0,3,1,0
128901,4,1,0,9,5,11772,10.95,495119.0,3,3,1
170398,10,0,0,1,1442,9163,18.59,93750.0,2,0,0
127442,4,0,0,1,2751,63116,2.02,486142.0,1,3,0
84846,1,0,0,5,1905,84500,1.0,390592.0,2,2,0
244446,0,1,0,9,72,13646,17.91,364930.0,0,0,1
154610,14,0,0,1,2508,27007,5.72,276440.5,3,3,0
126248,9,0,0,1,2102,22534,5.6,306826.0,1,3,0
184936,21,0,0,5,1112,20581,8.99,417991.0,0,1,0
159533,21,0,0,3,158,51800,3.08,442755.0,1,2,0
82686,21,1,0,3,463,63028,1.31,292169.0,2,0,0
10976,10,0,1,5,1564,91769,0.12,276440.5,0,1,0
117139,5,0,0,4,394,98536,1.19,276440.5,3,0,0
177072,3,0,0,0,1798,78360,2.26,458184.0,2,2,0
185576,3,1,0,1,1189,56604,3.28,318652.0,1,1,0
192910,9,0,0,0,2446,7217,26.73,276440.5,1,3,0
222111,3,0,1,6,39,18866,11.77,276440.5,3,1,1
19688,17,1,0,4,702,32506,0.61,179473.0,2,3,0
420450,2,0,1,8,7,54025,7.78,276440.5,3,3,1
124109,4,0,0,3,1048,98603,1.26,92718.0,0,0,0
170180,15,0,0,5,2362,67053,2.54,365490.0,2,1,0
93050,8,0,0,0,2770,13076,7.12,276440.5,2,3,0
324497,2,1,1,10,77,12917,25.12,491595.0,0,3,1
66774,7,0,1,1,2816,79837,0.84,233436.0,0,3,0
23072,5,0,0,4,625,67939,0.34,169855.0,3,3,0
152470,13,0,0,1,1190,38689,3.94,136707.0,2,3,0
63048,11,1,0,1,1177,98278,0.64,481761.0,1,3,0
23425,23,0,0,5,860,91686,0.26,211496.0,2,0,0
104226,11,0,0,2,2420,27617,3.77,276440.5,2,3,0
64629,15,1,0,2,95,48364,1.34,422160.0,1,3,0
114900,17,0,0,1,1069,70162,1.64,140847.0,2,2,0
81863,22,0,0,3,1638,85965,0.95,203948.0,0,3,0
168877,1,0,1,3,1075,67437,2.5,104933.0,1,3,0
127434,3,0,0,0,2022,21173,6.02,188742.0,2,1,0
75648,0,0,0,5,775,72197,1.05,188554.0,1,3,0
150831,16,0,0,3,2928,90380,1.67,90020.0,3,3,0
106603,17,0,0,5,595,6816,15.64,123075.0,2,2,0
228409,2,0,1,10,12,18947,12.05,159364.0,2,3,1
322397,3,0,0,5,2,43878,7.35,276440.5,1,3,1
77501,3,1,0,8,77,50589,1.53,484857.0,2,0,1
40432,14,0,1,0,1612,86445,0.47,469151.0,0,0,0
199181,23,0,0,2,2756,32981,6.04,315528.0,1,0,0
60916,10,1,1,3,687,12495,4.87,142270.0,1,3,0
65731,0,1,0,3,1804,98850,0.66,456304.0,1,2,0
11476,8,0,0,2,1354,77479,0.15,450066.0,1,3,0
164035,4,0,0,11,84,62396,2.63,373070.0,1,2,1
378351,0,1,1,5,46,39219,9.65,137233.0,2,2,1
251845,2,1,0,7,78,30751,8.19,296839.0,0,3,1
93016,2,1,0,2,667,72698,1.28,348910.0,1,3,0
121805,17,0,0,3,420,59815,2.04,372260.0,2,3,0
177610,23,0,0,5,613,47131,3.77,93513.0,3,3,0
45639,13,1,0,0,941,20573,2.22,268471.0,1,1,0
24594,11,1,0,3,995,5737,4.29,159308.0,2,3,0
77020,2,0,0,0,2910,33737,2.28,91486.0,1,1,0
164788,20,0,0,1,155,15043,10.95,172765.0,0,3,0
66155,20,0,0,0,1880,54502,1.21,60394.0,0,3,0
120645,4,1,0,5,2516,29623,4.07,142388.0,3,2,0
104999,0,1,0,7,2,39506,2.66,129392.0,0,0,1
26044,5,0,0,2,1560,57651,0.45,422392.0,1,0,0
258430,4,1,1,8,3,11761,21.97,276440.5,3,1,1
55101,9,1,0,3,121,13733,4.01,430288.0,0,0,0
31016,11,1,1,4,2069,29955,1.04,296256.0,2,0,0
84335,9,0,0,1,1810,70453,1.2,345082.0,1,2,0
163392,15,1,0,4,328,88260,1.85,74466.0,1,1,0
283791,1,1,1,7,42,21939,12.93,273668.0,2,3,1
76182,3,0,0,3,892,42714,1.78,165684.0,2,1,0
1345,22,0,0,4,331,73426,0.02,276440.5,1,3,0
6013,10,0,0,0,2546,58869,0.1,214398.0,0,2,0
221910,3,0,0,9,83,70106,3.17,267594.0,3,2,1
74032,1,1,0,5,1322,43177,1.71,101697.0,0,2,0
274438,3,1,1,10,72,71995,3.81,276440.5,1,2,1
196395,18,1,0,0,1974,43298,4.54,378324.0,2,1,0
76557,13,0,0,3,1741,91176,0.84,403349.0,3,0,0
68797,3,1,0,4,2011,92878,0.74,122383.0,2,3,0
75016,2,0,0,5,2783,58752,1.28,402119.0,2,2,0
165012,6,0,0,5,1404,55967,2.95,218118.0,1,2,0
138827,0,0,0,6,64,73212,1.9,140012.0,1,1,1
190549,17,0,0,2,1122,75490,2.52,378792.0,3,3,0
67148,9,0,0,3,132,76413,0.88,207953.0,0,1,0
72010,3,0,0,0,1103,51273,1.4,231510.0,2,2,0
60326,3,0,0,2,2206,55200,1.09,276440.5,2,3,0
148468,1,1,0,1,1562,48271,3.08,331196.0,0,0,0
129453,13,0,0,2,1553,82203,1.57,398870.0,2,1,0
75997,23,0,0,1,352,82718,0.92,69929.0,1,1,0
113123,14,0,0,0,2288,56189,2.01,328132.0,3,0,0
97458,9,0,0,1,638,56836,1.71,386871.0,1,1,0
140788,15,1,0,1,2735,67644,2.08,298856.0,3,0,0
166173,22,0,0,2,2113,67683,2.46,415649.0,2,3,0
160407,1,0,0,5,2735,78373,2.05,393084.0,0,0,0
61465,19,0,0,2,1064,30550,2.01,276440.5,1,0,0
176861,1,0,0,5,22,43739,4.04,178020.0,2,2,1
156879,3,0,1,11,23,84427,1.86,463741.0,1,3,1
119223,15,0,0,2,1358,58257,2.05,93096.0,3,3,0
90264,12,1,0,2,1754,63325,1.43,230625.0,2,1,0
